critics_reviews_count,description,developer,genre,genre_tags,link,maturity_rating,metascore,platform,publisher,release_date,title,user_reviews_count,user_score 
57,"Set in a heavily dystopian future as Earth nears the end of its life, those who remain in the overpopulated cities must work to survive as social programs become saturated by an ageing population and increasing environmental diseases.",Deck 13,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/the-surge,M,73,PlayStation 4,Focus Home Interactive,2017-05-16,The Surge,182,70
13,"1929 - It was the year of the outbreak. In masses, normal people were transforming into inhuman creatures called Chimeras. The cause: a mysterious virus brought to earth by a meteorite, known as the Black Garnet, which crashed there long ago.",Compile Heart,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/dark-rose-valkyrie,T,58,PlayStation 4,Idea Factory,2017-06-06,Dark Rose Valkyrie,16,68
15,"Become Victor, hunter of demons. Forge your own hero on a quest to liberate the cursed city of Zagoravia. Explore ‘Motörhead: Through the Ages’ - a wild tour through the mythos of the loudest band in the world, and enter the Fractured Worlds, a dimension formed from the fragments of broken realms.",Haemimont Games,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/victor-vran-overkill-edition,M,76,PlayStation 4,Wired Productions,2017-05-30,Victor Vran: Overkill Edition,12,69
4,"Enter the world of Pixel Heroes and prepare yourself for a thrilling RPG/roguelike experience like you have never seen before! Explore a randomized world full of hilarious events, deadly dungeons, and the weirdest NPCs you will ever meet in a game.",The Bitfather,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/pixel-heroes-byte-magic,T,54,PlayStation 4,Headup Games,2017-06-15,Pixel Heroes: Byte & Magic,NA,NA
10,"AereA is an action RPG in which music is both your best friend and your worst enemy. As a disciple of the Great Maestro Guido, you have to unravel the mysteries of Aezir. Find out what happened to the world and return the nine primordial instruments to restore balance and bring peace to the world. [Playstation.com]","Triangle Studios, Soedesco",PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/aerea,NA,46,PlayStation 4,Soedesco,2017-06-30,AereA,5,18
74,"Enter an era of war within the world of Ivalice. The small kingdom of Dalmasca, conquered by the Archadian Empire, is left in ruin and uncertainty. Princess Ashe, the one and only heir to the throne, devotes herself to the resistance to liberate her country. Vaan, a young man who lost his family in the war, dreams of flying freely in the skies. In a fight for freedom and fallen royalty, join these unlikely allies and their companions as they embark on a heroic adventure to free their homeland.",Square Enix,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/final-fantasy-xii-the-zodiac-age,T,86,PlayStation 4,Square Enix,2017-07-11,Final Fantasy XII: The Zodiac Age,230,79
8,"A story-driven, tactical RPG set in the fantasy realm of Lumus — a world divided by wealth and poverty. Assume control of Nahmi and her fellow outcasts, utilizing a brand new deck and dice based combat system to strike a blow to the noble Lords’ and Ladies’ unquenchable thirst for profit.",Cardboard Utopia,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/children-of-zodiarcs,T,81,PlayStation 4,Cardboard Utopia,2017-07-18,Children of Zodiarcs,8,53
27,NA,Artdink,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/accel-world-vs-sword-art-online-millennium-twilight,T,64,PlayStation 4,Bandai Namco Games,2017-07-07,Accel World vs. Sword Art Online: Millennium Twilight,12,62
8,"Defiant Honor takes us to Osaka Castle, the largest and most impregnable castle of Sengoku era. This add-on features the legendary warrior Sanada Yukimura, serving Tokugawa Ieyasu’s archenemy Toyotomi clan, who values honor above all else. As tensions brew between the Tokugawa and Toyotomi clans, Sanada Yukimura prepares his men for imminent conflict against the Tokugawa’s forces by building a stronghold called the Sanada Maru on the outskirts of the Osaka Castle. With the castle fortified, Tokugawa’s forces were faced with a difficult and bloody challenge. In the midst of this chaos, our hero William, accompanied by Date Masamune who fights alongside Tokugawa, heads towards Sanada Maru in pursuit of Maria. It is a bitter winter in Osaka and the stage is ripe for a fierce battle for the ages. Bundle up and get ready for a brutal winter showdown. [Team Ninja]",Team Ninja,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/nioh-defiant-honor,M,79,PlayStation 4,Sony Interactive Entertainment,2017-07-25,Nioh: Defiant Honor,20,68
14,Fallen Legion: Sins of an Empire is an intense action RPG where every battle is a heart-pounding fight and each gut-wrenching choice impacts the realm.,YummyYummyTummy,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/fallen-legion-sins-of-an-empire,T,64,PlayStation 4,YummyYummyTummy,2017-07-18,Fallen Legion: Sins of an Empire,130,87
7,"It's time for Prompto to take centre stage in his very own episode. Become the cheerful gunslinger himself and experience a brand new storyline, wrapped in thrilling Third Person Shooter gameplay. Separated from the group in a harsh arctic environment, Prompto heads off to the place of his birth to uncover the truth of his mysterious origins. [Square Enix]",Square Enix,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/final-fantasy-xv-episode-prompto,T,65,PlayStation 4,Square Enix,2017-06-27,Final Fantasy XV: Episode Prompto,36,69
18,"Welcome to UNDERTALE. In this RPG, you control a human who falls underground into the world of monsters. Now you must find your way out... or stay trapped forever.",tobyfox,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/undertale,E10+,92,PlayStation 4,tobyfox,2017-08-15,Undertale,355,63
48,"Pyre is a party-based RPG from the creators of Bastion and Transistor. Lead your band of exiles to freedom through a series of mystical competitions in the Campaign, or challenge a friend to a fast-paced ritual showdown in the head-to-head Versus Mode.",Supergiant Games,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/pyre,E10+,85,PlayStation 4,Supergiant Games,2017-07-25,Pyre,106,82
25,"In the ruins of the fallen Adal Empire, you awaken with a mysterious mask on your face, and faint recollections of an esoteric ceremony. Freeing you from hunger, thirst, and even death, the mask is the creation of the Guides, the rulers of these lands, who have placed you here to determine whether you are worthy of becoming part of the elite corps of Absolvers. As you wander these forsaken lands, encountering other Prospects like you, you will learn new combat styles, acquire weapons, gear and armor, and build a team of warriors with whom to fight side by side in Arenas of combat. [Sony]",Sloclap,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/absolver,T,69,PlayStation 4,Devolver Digital,2017-08-29,Absolver,36,68
25,"Pillars of Eternity, the ultimate role-playing experiences comes to PS4! Created by and for role-playing fans by Obsidian Entertainment and adapted by Paradox Arctic — together bringing Pillars’ fantastical world, tactical combat, and unforgettable story to you.","Obsidian Entertainment, Paradox Arctic",PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/pillars-of-eternity-complete-edition,M,85,PlayStation 4,Paradox Interactive,2017-08-29,Pillars of Eternity: Complete Edition,62,79
39,"Adol awakens shipwrecked and stranded on a cursed island. There, he and the other shipwrecked passengers he rescues form a village to challenge fearsome beasts and mysterious ruins on the isolated island.",Falcom,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/ys-viii-lacrimosa-of-dana,T,85,PlayStation 4,NIS America,2017-09-12,Ys VIII: Lacrimosa of DANA,90,82
13,"The last Final Fantasy for the PlayStation, Final Fantasy IX returns to the pure fantasy roots that spawned the series.  This latest installment features highly detailed characters, vehicles, and environments, and breathtaking cinema-graphics.  The addition of brand new features such as the story-enhancing Active Time Event system and the return of minigames that grant additional gameplay make Final Fantasy IX not only a memorable gaming experience, but also a significant step forward in the series.",SquareSoft,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/final-fantasy-ix,T,85,PlayStation 4,Square Enix,2017-09-19,Final Fantasy IX,29,82
8,NA,Team Ninja,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/nioh-bloodsheds-end,M,85,PlayStation 4,Sony Interactive Entertainment,2017-09-26,Nioh: Bloodshed's End,24,70
32,"Blue Reflection takes place at Hoshinomiya Girls' High School, where players assume the role of student Hinako Shirai. When Hinako's ballet career comes to an end after a tragic accident, she closes her heart off from the rest of the world. However, her life changes when she meets her new best friends, the magical Shijou twins -- Yuzu, who is adored by her classmates for her cheerful and warm personality, and Lime, who is more logical and selfish.",Gust,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/blue-reflection,T,66,PlayStation 4,Koei Tecmo Games,2017-09-26,Blue Reflection,21,63
